Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,Frequency,Bandwidth,Filter Type,Ripple,Insertion Loss,Mounting Type,Package / Case,Size / Dimension,Height (Max),URL
https://www.johansontechnology.com/datasheets/0868LP15A020/0868LP15A020.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/22/0868LP15A020E.jpg,"712-0868LP15A0020001ETR-ND,712-0868LP15A0020001ECT-ND,712-0868LP15A0020001EDKR-ND",0868LP15A0020001E,Johanson Technology Inc.,Johanson Technology Inc.,RF FILTER LOW PASS 868MHZ 0805,"6,837",0.71,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,868MHz Center,20MHz,Low Pass,-,0.5dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.041"" (1.05mm)",https://www.digikey.com/en/products/detail/johanson-technology-inc/0868LP15A0020001E/4824451
https://www.johansontechnology.com/datasheets/2450BP08A0100/2450BP08A0100.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2338/5-SMD%2C-No-Lead.jpg,"712-2450BP08A0100001TTR-ND,712-2450BP08A0100001TCT-ND,712-2450BP08A0100001TDKR-ND",2450BP08A0100001T,Johanson Technology Inc.,Johanson Technology Inc.,RF FILTER BAND PASS 2.45GHZ 5SMD,"37,441",0.72,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,2.45GHz,100MHz,Band Pass,-,1dB,Surface Mount,"5-SMD, No Lead","0.055"" L x 0.043"" W (1.40mm x 1.10mm)","0.024"" (0.60mm)",https://www.digikey.com/en/products/detail/johanson-technology-inc/2450BP08A0100001T/7943535
https://www.johansontechnology.com/datasheets/0400LP15A0122/0400LP15A0122.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/399/0400LP15A0122E.jpg,"712-0400LP15A0122001ETR-ND,712-0400LP15A0122001ECT-ND,712-0400LP15A0122001EDKR-ND",0400LP15A0122001E,Johanson Technology Inc.,Johanson Technology Inc.,RF FILTER LOW PASS 373MHZ 0805,"15,397",0.81,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,373MHz Center,122MHz,Low Pass,-,1.3dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.041"" (1.05mm)",https://www.digikey.com/en/products/detail/johanson-technology-inc/0400LP15A0122001E/6097535
//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4329/B39162B1267L210.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4523/10-SMD%2C-No-Lead-Filter-Saw.jpg,"1752-B39162B1267L210TR-ND,1752-B39162B1267L210CT-ND,1752-B39162B1267L210DKR-ND",B39162B1267L210,Qualcomm (RF front-end (RFFE) filters),Qualcomm (RF front-end (RFFE) filters),RF FILT BAND PASS 1.602GHZ 10SMD,"6,853",1.06,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",B1267,Active,1.602GHz Center,20.46MHz,Band Pass,2dB,2.2dB,Surface Mount,"10-SMD, No Lead","0.059"" L x 0.043"" W (1.50mm x 1.10mm)","0.028"" (0.70mm)",https://www.digikey.com/en/products/detail/qualcomm-rf-front-end-rffe-filters/B39162B1267L210/16909736
https://datasheets.kyocera-avx.com/lp0603.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1883/MFG_LP0603-Series.jpg,"478-2912-2-ND,478-2912-1-ND,478-2912-6-ND",LP0603A1880ANTR,KYOCERA AVX,KYOCERA AVX,RF FILTER LOW PASS 1.88GHZ 0603,"10,247",1.07,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",LP0603,Active,1.88GHz Center,80MHz,Low Pass,-,0.3dB,Surface Mount,"0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.033"" W (1.60mm x 0.84mm)","0.028"" (0.70mm)",https://www.digikey.com/en/products/detail/kyocera-avx/LP0603A1880ANTR/806148
https://www.johansontechnology.com/datasheets/0500LP15A500/0500LP15A500.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2456/500MHz%20Filter8.jpg,"712-0500LP15A0500001ETR-ND,712-0500LP15A0500001ECT-ND,712-0500LP15A0500001EDKR-ND",0500LP15A0500001E,Johanson Technology Inc.,Johanson Technology Inc.,RF FILTER LOW PASS 250MHZ 0805,"12,393",1.12,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,250MHz Center,500MHz,Low Pass,-,0.7dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.041"" (1.05mm)",https://www.digikey.com/en/products/detail/johanson-technology-inc/0500LP15A0500001E/1560788
https://www.johansontechnology.com/datasheets/1905BP18A0050/1905BP18A0050.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2399/1.9GHz%20Filter4.jpg,"712-1905BP18A0050001ETR-ND,712-1905BP18A0050001ECT-ND,712-1905BP18A0050001EDKR-ND",1905BP18A0050001E,Johanson Technology Inc.,Johanson Technology Inc.,RF FILTER BANDPASS 1.905GHZ 1206,"2,519",1.2,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,1.905GHz Center,50MHz,Band Pass,-,1.65dB,Surface Mount,"1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.055"" (1.40mm)",https://www.digikey.com/en/products/detail/johanson-technology-inc/1905BP18A0050001E/4824675
https://www.qorvo.com/products/d/da005886,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6450/MFG_885136.jpg,"2312-885136TR-ND,2312-885136CT-ND,2312-885136DKR-ND",885136,Qorvo,Qorvo,2.4GHZ WI-FI FCC EDGEBOOST BAW F,"15,518",1.93,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Not For New Designs,2.436GHz Center,69MHz,Band Pass,-,1.7dB,Surface Mount,"5-SMD, No Lead","0.043"" L x 0.035"" W (1.10mm x 0.90mm)","0.022"" (0.55mm)",https://www.digikey.com/en/products/detail/qorvo/885136/24611221
https://www.qorvo.com/products/d/da006450,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6451/MFG_QPQ1907.jpg,"2312-QPQ1907TR13-10KTR-ND,2312-QPQ1907TR13-10KCT-ND,2312-QPQ1907TR13-10KDKR-ND",QPQ1907TR13-10K,Qorvo,Qorvo,2.4GHZ WI-FI LTE COEXBOOST BAW F,"98,087",3.51,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,2.442GHz Center,80MHz,Band Pass,0.7dB,2.2dB,Surface Mount,"5-SMD, No Lead","0.055"" L x 0.047"" W (1.40mm x 1.20mm)","0.038"" (0.97mm)",https://www.digikey.com/en/products/detail/qorvo/QPQ1907TR13-10K/24611289
https://www.qorvo.com/products/d/da006450,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6451/MFG_QPQ1907.jpg,"2312-QPQ1907SRTR-ND,2312-QPQ1907SRCT-ND,2312-QPQ1907SRDKR-ND",QPQ1907SR,Qorvo,Qorvo,2.4GHZ WI-FI LTE COEXBOOST BAW F,"3,715",3.51,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,2.442GHz Center,80MHz,Band Pass,0.7dB,2.2dB,Surface Mount,"5-SMD, No Lead","0.055"" L x 0.047"" W (1.40mm x 1.20mm)","0.038"" (0.97mm)",https://www.digikey.com/en/products/detail/qorvo/QPQ1907SR/24611196
https://datasheets.kyocera-avx.com/AVX-LP0805HP.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/22/MFG_LP0805H.JPG,"478-10028-2-ND,478-10028-1-ND,478-10028-6-ND",LP0805H0750ASTR,KYOCERA AVX,KYOCERA AVX,RF FILTER LOW PASS 751MHZ 0805,"4,039",5.7,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",LP,Active,751MHz Center,10MHz,Low Pass,-,0.4dB,Surface Mount,"0805 (2012 Metric), 4 PC Pad","0.080"" L x 0.061"" W (2.03mm x 1.55mm)","0.041"" (1.05mm)",https://www.digikey.com/en/products/detail/kyocera-avx/LP0805H0750ASTR/6174532
https://www.minicircuits.com/pdfs/HFCG-2200+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_3157_0805-%282012-Metric%29%2C-6-PC-Pad.jpg,"3157-HFCG-2200+TR-ND,3157-HFCG-2200+CT-ND,3157-HFCG-2200+DKR-ND",HFCG-2200+,Mini-Circuits,Mini-Circuits,CER FILTER 8.2GHZ HIGH PASS,"11,772",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HFCG,Active,8.2GHz Center,-,High Pass,-,0.8dB,Surface Mount,"0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.046"" (1.18mm)",https://www.digikey.com/en/products/detail/mini-circuits/HFCG-2200/17616044
https://www.minicircuits.com/pdfs/LFCG-2000+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_-3157-0805-%282012-Metric%29-8-PC-Pad.jpg,"3157-LFCG-2000+TR-ND,3157-LFCG-2000+CT-ND,3157-LFCG-2000+DKR-ND",LFCG-2000+,Mini-Circuits,Mini-Circuits,CER FILTER 2.35GHZ LOW PASS,"11,013",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",LFCG,Active,2.35GHz (Cutoff),-,Low Pass,-,1.7dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.042"" (1.08mm)",https://www.digikey.com/en/products/detail/mini-circuits/LFCG-2000/16565736
https://www.minicircuits.com/pdfs/LFCG-490+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_-3157-0805-%282012-Metric%29-8-PC-Pad.jpg,"3157-LFCG-490+TR-ND,3157-LFCG-490+CT-ND,3157-LFCG-490+DKR-ND",LFCG-490+,Mini-Circuits,Mini-Circuits,CER FILTER 590MHZ LOW PASS,"8,018",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",LFCG,Active,590MHz,-,Low Pass,-,2dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)",https://www.digikey.com/en/products/detail/mini-circuits/LFCG-490/13927135
https://www.minicircuits.com/pdfs/LFCG-4800+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_-3157-0805-%282012-Metric%29-8-PC-Pad.jpg,"3157-LFCG-4800+TR-ND,3157-LFCG-4800+CT-ND,3157-LFCG-4800+DKR-ND",LFCG-4800+,Mini-Circuits,Mini-Circuits,CER FILTER 5.6GHZ LOW PASS,"7,301",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",LFCG,Active,5.6GHz (Cutoff),-,Low Pass,-,1.7dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.042"" (1.08mm)",https://www.digikey.com/en/products/detail/mini-circuits/LFCG-4800/16565835
https://www.minicircuits.com/pdfs/HFCG-1500+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_3157_0805-%282012-Metric%29%2C-6-PC-Pad.jpg,"3157-HFCG-1500+TR-ND,3157-HFCG-1500+CT-ND,3157-HFCG-1500+DKR-ND",HFCG-1500+,Mini-Circuits,Mini-Circuits,CER FILTER 3.8GHZ HIGH PASS,"7,288",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,3.8GHz Center,-,High Pass,-,1.7dB,Surface Mount,"0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.24mm)","0.042"" (1.07mm)",https://www.digikey.com/en/products/detail/mini-circuits/HFCG-1500/13927471
https://www.minicircuits.com/pdfs/LFCG-2250+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_-3157-0805-%282012-Metric%29-8-PC-Pad.jpg,"3157-LFCG-2250+TR-ND,3157-LFCG-2250+CT-ND,3157-LFCG-2250+DKR-ND",LFCG-2250+,Mini-Circuits,Mini-Circuits,CER FILTER 2.5GHZ LOW PASS,"6,818",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",LFCG,Active,2.5GHz,-,Low Pass,-,2dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)",https://www.digikey.com/en/products/detail/mini-circuits/LFCG-2250/13927572
https://www.minicircuits.com/pdfs/HFCG-2000+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_3157_0805-%282012-Metric%29%2C-6-PC-Pad.jpg,"3157-HFCG-2000+TR-ND,3157-HFCG-2000+CT-ND,3157-HFCG-2000+DKR-ND",HFCG-2000+,Mini-Circuits,Mini-Circuits,CER FILTER 1.93GHZ HIGH PASS,"6,631",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,1.93GHz (Cutoff),-,High Pass,-,1.8dB,Surface Mount,"0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.046"" (1.18mm)",https://www.digikey.com/en/products/detail/mini-circuits/HFCG-2000/16565799
https://www.minicircuits.com/pdfs/HFCG-3000+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_3157_0805-%282012-Metric%29%2C-6-PC-Pad.jpg,"3157-HFCG-3000+TR-ND,3157-HFCG-3000+CT-ND,3157-HFCG-3000+DKR-ND",HFCG-3000+,Mini-Circuits,Mini-Circuits,CER FILTER 7.7GHZ HIGH PASS,"6,433",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HFCG,Active,7.7GHz Center,-,High Pass,-,2.8dB,Surface Mount,"0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.046"" (1.18mm)",https://www.digikey.com/en/products/detail/mini-circuits/HFCG-3000/17586916
https://www.minicircuits.com/pdfs/HFCG-3800+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_3157_0805-%282012-Metric%29%2C-6-PC-Pad.jpg,"3157-HFCG-3800+TR-ND,3157-HFCG-3800+CT-ND,3157-HFCG-3800+DKR-ND",HFCG-3800+,Mini-Circuits,Mini-Circuits,CER FILTER 3.8GHZ HIGH PASS,"5,043",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,3.8GHz (Cutoff),-,High Pass,-,1.5dB,Surface Mount,"0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.046"" (1.18mm)",https://www.digikey.com/en/products/detail/mini-circuits/HFCG-3800/16565775
https://www.minicircuits.com/pdfs/LFCG-1800+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_-3157-0805-%282012-Metric%29-8-PC-Pad.jpg,"3157-LFCG-1800+TR-ND,3157-LFCG-1800+CT-ND,3157-LFCG-1800+DKR-ND",LFCG-1800+,Mini-Circuits,Mini-Circuits,CER FILTER 2.03GHZ LOW PASS,"4,953",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",LFCG,Active,2.03GHz,-,Low Pass,-,2.2dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)",https://www.digikey.com/en/products/detail/mini-circuits/LFCG-1800/13927008
https://www.minicircuits.com/pdfs/LFCG-800+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_-3157-0805-%282012-Metric%29-8-PC-Pad.jpg,"3157-LFCG-800+TR-ND,3157-LFCG-800+CT-ND,3157-LFCG-800+DKR-ND",LFCG-800+,Mini-Circuits,Mini-Circuits,CER FILTER 900MHZ LOW PASS,"4,792",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",LFCG,Active,900MHz (Cutoff),-,Low Pass,-,2.1dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.042"" (1.08mm)",https://www.digikey.com/en/products/detail/mini-circuits/LFCG-800/16565758
https://www.minicircuits.com/pdfs/LFCG-3800+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_-3157-0805-%282012-Metric%29-8-PC-Pad.jpg,"3157-LFCG-3800+TR-ND,3157-LFCG-3800+CT-ND,3157-LFCG-3800+DKR-ND",LFCG-3800+,Mini-Circuits,Mini-Circuits,CER FILTER 5GHZ LOW PASS,"4,120",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",LFCG,Active,5GHz,-,Low Pass,-,1.8dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)",https://www.digikey.com/en/products/detail/mini-circuits/LFCG-3800/13927661
https://www.minicircuits.com/pdfs/HFCG-2500+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_3157_0805-%282012-Metric%29%2C-6-PC-Pad.jpg,"3157-HFCG-2500+TR-ND,3157-HFCG-2500+CT-ND,3157-HFCG-2500+DKR-ND",HFCG-2500+,Mini-Circuits,Mini-Circuits,RF FILTER HIGH PASS 8.6GHZ 0805,"3,615",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,8.6GHz Center,11.8GHz,High Pass,-,1.5dB,Surface Mount,"0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.046"" (1.18mm)",https://www.digikey.com/en/products/detail/mini-circuits/HFCG-2500/18733203
https://www.minicircuits.com/pdfs/LFCG-3000+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_-3157-0805-%282012-Metric%29-8-PC-Pad.jpg,"3157-LFCG-3000+TR-ND,3157-LFCG-3000+CT-ND,3157-LFCG-3000+DKR-ND",LFCG-3000+,Mini-Circuits,Mini-Circuits,CER FILTER 3.46GHZ LOW PASS,"3,388",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",LFCG,Active,3.46GHz,-,Low Pass,-,2.2dB,Surface Mount,"0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)",https://www.digikey.com/en/products/detail/mini-circuits/LFCG-3000/13927221
https://www.minicircuits.com/pdfs/HFCG-4400+.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/Mfg_3157_0805-%282012-Metric%29%2C-6-PC-Pad.jpg,"3157-HFCG-4400+TR-ND,3157-HFCG-4400+CT-ND,3157-HFCG-4400+DKR-ND",HFCG-4400+,Mini-Circuits,Mini-Circuits,CER FILTER 4.56GHZ HIGH PASS,"3,252",7.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,4.56GHz (Cutoff),-,High Pass,-,2dB,Surface Mount,"0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.046"" (1.18mm)",https://www.digikey.com/en/products/detail/mini-circuits/HFCG-4400/16565792
